id,date,price,property_id,type,propertytype,street,streetnumber,suburb,flatnumber,postcode,state,bedrooms,bathrooms,carspaces,latitude,longitude,property_id-2,geom,area,streettype
926719,29-07-2016,280000,4943506,sold,House,CHANDLER,23,ACACIA RIDGE,,4110,QLD,4,2,1,-27.58700968,153.0204975,4943506,0101000020E61000002FE364EAA72063401209324446963BC0,510,ST
926720,18-06-2002,128000,4943507,sold,House,CHANDLER,24,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58709187,153.0210734,4943507,0101000020E61000008A000AA2AC206340C1651DA74B963BC0,800,ST
926721,13-05-2022,647000,4943511,sold,House,CHANDLER,7,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58581925,153.0207285,4943511,0101000020E61000009A2CE6CEA9206340041E1840F8953BC0,1007,ST
926722,11-03-2023,580000,4943513,sold,House,CHARDEAN,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58863191,153.0261005,4943513,0101000020E61000008AC3A1D0D5206340FFD4B294B0963BC0,673,ST
926723,03-07-2017,385000,4943513,sold,House,CHARDEAN,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58863191,153.0261005,4943513,0101000020E61000008AC3A1D0D5206340FFD4B294B0963BC0,673,ST
926724,07-03-2001,65000,4943513,sold,House,CHARDEAN,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58863191,153.0261005,4943513,0101000020E61000008AC3A1D0D5206340FFD4B294B0963BC0,673,ST
926725,29-10-2023,650000,4943514,sold,House,CHARDEAN,15,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58805779,153.0257424,4943514,0101000020E6100000B0A8A9E1D2206340423590F48A963BC0,828,ST
926726,11-12-1987,55000,4943514,sold,House,CHARDEAN,15,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58805779,153.0257424,4943514,0101000020E6100000B0A8A9E1D2206340423590F48A963BC0,828,ST
926727,14-03-2015,390000,4943515,sold,House,CHARDEAN,18,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58862181,153.0258129,4943515,0101000020E6100000A3A3A875D32063408EA93FEBAF963BC0,665,ST
926728,17-12-2008,290000,4943515,sold,House,CHARDEAN,18,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58862181,153.0258129,4943515,0101000020E6100000A3A3A875D32063408EA93FEBAF963BC0,665,ST
926729,16-11-2002,120500,4943515,sold,House,CHARDEAN,18,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58862181,153.0258129,4943515,0101000020E6100000A3A3A875D32063408EA93FEBAF963BC0,665,ST
926730,19-05-2021,427500,4943516,sold,House,CHARDEAN,20,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58859968,153.0256727,4943516,0101000020E6100000CDDC8D4FD22063403C09F877AE963BC0,664,ST
926731,16-05-1997,78000,4943516,sold,House,CHARDEAN,20,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58859968,153.0256727,4943516,0101000020E6100000CDDC8D4FD22063403C09F877AE963BC0,664,ST
926732,09-12-2021,642000,4943518,sold,House,BENTON,16,ACACIA RIDGE,,4110,QLD,3,1,2,-27.59181898,153.0201937,4943518,0101000020E6100000BA22426DA52063408840DC7281973BC0,981,ST
926733,28-01-2017,367000,4943518,sold,House,BENTON,16,ACACIA RIDGE,,4110,QLD,3,1,2,-27.59181898,153.0201937,4943518,0101000020E6100000BA22426DA52063408840DC7281973BC0,981,ST
926734,11-09-2007,306000,4943518,sold,House,BENTON,16,ACACIA RIDGE,,4110,QLD,3,1,2,-27.59181898,153.0201937,4943518,0101000020E6100000BA22426DA52063408840DC7281973BC0,981,ST
926735,24-08-2016,389500,4943519,sold,House,BENTON,18,ACACIA RIDGE,,4110,QLD,3,1,2,-27.59199011,153.0201609,4943519,0101000020E61000001BED5D28A52063406501F2A98C973BC0,989,ST
926736,15-07-2010,307500,4943520,sold,House,BENTON,20,ACACIA RIDGE,,4110,QLD,3,1,1,-27.59216084,153.0201282,4943520,0101000020E6100000543FCAE3A42063409AC551DA97973BC0,979,ST
926737,12-04-2006,230000,4943520,sold,House,BENTON,20,ACACIA RIDGE,,4110,QLD,3,1,1,-27.59216084,153.0201282,4943520,0101000020E6100000543FCAE3A42063409AC551DA97973BC0,979,ST
926738,13-07-2000,75000,4943520,sold,House,BENTON,20,ACACIA RIDGE,,4110,QLD,3,1,1,-27.59216084,153.0201282,4943520,0101000020E6100000543FCAE3A42063409AC551DA97973BC0,979,ST
926739,25-09-2020,349000,4943522,sold,House,BEAUDESERT,1393,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58720297,153.026702,4943522,0101000020E6100000C73237BEDA2063409A4310EF52963BC0,723,RD
926740,22-04-2017,330000,4943522,sold,House,BEAUDESERT,1393,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58720297,153.026702,4943522,0101000020E6100000C73237BEDA2063409A4310EF52963BC0,723,RD
926741,06-07-2020,369000,4943523,sold,House,BEAUDESERT,1395,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58737303,153.0266598,4943523,0101000020E6100000FE669C65DA206340056732145E963BC0,742,RD
926742,22-04-2017,360000,4943523,sold,House,BEAUDESERT,1395,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58737303,153.0266598,4943523,0101000020E6100000FE669C65DA206340056732145E963BC0,742,RD
926743,01-07-2015,300000,4943534,sold,House,BEAUDESERT,1282,ACACIA RIDGE,,4110,QLD,3,1,1,-27.5819417,153.0263033,4943534,0101000020E61000006B221A7AD7206340BCAD9921FA943BC0,780,RD
926744,25-08-2014,140000,4943534,sold,House,BEAUDESERT,1282,ACACIA RIDGE,,4110,QLD,3,1,1,-27.5819417,153.0263033,4943534,0101000020E61000006B221A7AD7206340BCAD9921FA943BC0,780,RD
926745,20-07-2011,272000,4943534,sold,House,BEAUDESERT,1282,ACACIA RIDGE,,4110,QLD,3,1,1,-27.5819417,153.0263033,4943534,0101000020E61000006B221A7AD7206340BCAD9921FA943BC0,780,RD
926746,15-05-2002,10000,4943534,sold,House,BEAUDESERT,1282,ACACIA RIDGE,,4110,QLD,3,1,1,-27.5819417,153.0263033,4943534,0101000020E61000006B221A7AD7206340BCAD9921FA943BC0,780,RD
926747,11-07-2017,430000,4943535,sold,House,BEAUDESERT,1284,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58206777,153.0263153,4943535,0101000020E6100000DC954493D7206340A534B46402953BC0,765,RD
926748,14-11-2005,206000,4943535,sold,House,BEAUDESERT,1284,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58206777,153.0263153,4943535,0101000020E6100000DC954493D7206340A534B46402953BC0,765,RD
926749,06-08-2002,125000,4943535,sold,House,BEAUDESERT,1284,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58206777,153.0263153,4943535,0101000020E6100000DC954493D7206340A534B46402953BC0,765,RD
926750,02-07-2012,275000,4943537,sold,House,BEAUDESERT,1288,ACACIA RIDGE,,4110,QLD,2,2,4,-27.58220151,153.026328,4943537,0101000020E610000092D8E6ADD7206340BF217D280B953BC0,765,RD
926751,01-02-2011,284000,4943540,sold,House,BEAUDESERT,1297,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58251911,153.0256627,4943540,0101000020E6100000E0C88F3AD2206340BABEEEF81F953BC0,766,RD
926752,02-09-2022,430000,4943541,sold,House,BEAUDESERT,1298,ACACIA RIDGE,,4110,QLD,3,1,2,-27.5827459,153.0264034,4943541,0101000020E6100000B711EC4BD8206340CA60D6D52E953BC0,783,RD
926753,21-11-2007,317000,4943541,sold,House,BEAUDESERT,1298,ACACIA RIDGE,,4110,QLD,3,1,2,-27.5827459,153.0264034,4943541,0101000020E6100000B711EC4BD8206340CA60D6D52E953BC0,783,RD
926754,14-07-2003,185500,4943541,sold,House,BEAUDESERT,1298,ACACIA RIDGE,,4110,QLD,3,1,2,-27.5827459,153.0264034,4943541,0101000020E6100000B711EC4BD8206340CA60D6D52E953BC0,783,RD
926755,06-02-2002,10000,4943541,sold,House,BEAUDESERT,1298,ACACIA RIDGE,,4110,QLD,3,1,2,-27.5827459,153.0264034,4943541,0101000020E6100000B711EC4BD8206340CA60D6D52E953BC0,783,RD
926756,03-02-2016,350000,4943542,sold,House,BEAUDESERT,1301,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58269495,153.0256804,4943542,0101000020E61000004D3EC95FD22063405BCB097F2B953BC0,1038,RD
926757,22-11-2014,405000,4943543,sold,House,BEAUDESERT,1302,ACACIA RIDGE,,4110,QLD,3,2,2,-27.5828815,153.0264166,4943543,0101000020E6100000BBA88A67D820634084F1D3B837953BC0,695,RD
926758,01-05-2008,337500,4943543,sold,House,BEAUDESERT,1302,ACACIA RIDGE,,4110,QLD,3,2,2,-27.5828815,153.0264166,4943543,0101000020E6100000BBA88A67D820634084F1D3B837953BC0,695,RD
926759,15-04-2011,300000,4943544,sold,House,BEAUDESERT,1306,ACACIA RIDGE,,4110,QLD,4,2,1,-27.58301506,153.0264295,4943544,0101000020E61000002E23B382D820634086C6977940953BC0,672,RD
926760,04-11-2010,250000,4943544,sold,House,BEAUDESERT,1306,ACACIA RIDGE,,4110,QLD,4,2,1,-27.58301506,153.0264295,4943544,0101000020E61000002E23B382D820634086C6977940953BC0,672,RD
926761,03-10-2020,390000,4943545,sold,House,BEAUDESERT,1310,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58317029,153.0264446,4943545,0101000020E6100000D16948A2D8206340818CEBA54A953BC0,973,RD
926762,09-10-2015,355000,4943545,sold,House,BEAUDESERT,1310,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58317029,153.0264446,4943545,0101000020E6100000D16948A2D8206340818CEBA54A953BC0,973,RD
926763,18-10-2022,505000,4943546,sold,House,BEAUDESERT,1312,ACACIA RIDGE,,4110,QLD,5,2,1,-27.58332675,153.0264598,4943546,0101000020E6100000211D1EC2D8206340C921E2E654953BC0,685,RD
926764,13-02-2006,218000,4943546,sold,House,BEAUDESERT,1312,ACACIA RIDGE,,4110,QLD,5,2,1,-27.58332675,153.0264598,4943546,0101000020E6100000211D1EC2D8206340C921E2E654953BC0,685,RD
926765,09-07-2002,105000,4943546,sold,House,BEAUDESERT,1312,ACACIA RIDGE,,4110,QLD,5,2,1,-27.58332675,153.0264598,4943546,0101000020E6100000211D1EC2D8206340C921E2E654953BC0,685,RD
926766,08-03-2000,75000,4943546,sold,House,BEAUDESERT,1312,ACACIA RIDGE,,4110,QLD,5,2,1,-27.58332675,153.0264598,4943546,0101000020E6100000211D1EC2D8206340C921E2E654953BC0,685,RD
926767,01-11-2013,365000,4943547,sold,House,BEAUDESERT,1316,ACACIA RIDGE,,4110,QLD,3,2,2,-27.58346306,153.026473,4943547,0101000020E61000007CEADCDDD8206340C41FC9D55D953BC0,711,RD
926768,11-08-2008,285000,4943547,sold,House,BEAUDESERT,1316,ACACIA RIDGE,,4110,QLD,3,2,2,-27.58346306,153.026473,4943547,0101000020E61000007CEADCDDD8206340C41FC9D55D953BC0,711,RD
926769,25-05-2005,220000,4943547,sold,House,BEAUDESERT,1316,ACACIA RIDGE,,4110,QLD,3,2,2,-27.58346306,153.026473,4943547,0101000020E61000007CEADCDDD8206340C41FC9D55D953BC0,711,RD
926770,20-05-2003,187500,4943547,sold,House,BEAUDESERT,1316,ACACIA RIDGE,,4110,QLD,3,2,2,-27.58346306,153.026473,4943547,0101000020E61000007CEADCDDD8206340C41FC9D55D953BC0,711,RD
926771,23-07-2001,94500,4943547,sold,House,BEAUDESERT,1316,ACACIA RIDGE,,4110,QLD,3,2,2,-27.58346306,153.026473,4943547,0101000020E61000007CEADCDDD8206340C41FC9D55D953BC0,711,RD
926772,06-01-2023,750000,4943548,sold,House,BEAUDESERT,1317,ACACIA RIDGE,,4110,QLD,4,1,1,-27.58371518,153.0258051,4943548,0101000020E6100000DA333265D32063405C47A85B6E953BC0,887,RD
926773,03-01-2017,370000,4943548,sold,House,BEAUDESERT,1317,ACACIA RIDGE,,4110,QLD,4,1,1,-27.58371518,153.0258051,4943548,0101000020E6100000DA333265D32063405C47A85B6E953BC0,887,RD
926774,09-03-2002,213000,4943548,sold,House,BEAUDESERT,1317,ACACIA RIDGE,,4110,QLD,4,1,1,-27.58371518,153.0258051,4943548,0101000020E6100000DA333265D32063405C47A85B6E953BC0,887,RD
926775,25-09-2001,98000,4943548,sold,House,BEAUDESERT,1317,ACACIA RIDGE,,4110,QLD,4,1,1,-27.58371518,153.0258051,4943548,0101000020E6100000DA333265D32063405C47A85B6E953BC0,887,RD
926776,20-05-2013,250000,4943549,sold,House,BEAUDESERT,1318,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58364789,153.0264909,4943549,0101000020E6100000EC027703D9206340EEEDB7F269953BC0,1026,RD
926777,06-01-2023,700000,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926778,17-02-2022,600000,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926779,27-01-2017,400000,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926780,26-10-2015,367500,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926781,08-02-2013,220000,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926782,17-10-2002,61200,4943550,sold,House,BEAUDESERT,1321,ACACIA RIDGE,,4110,QLD,2,2,2,-27.58391585,153.0257974,4943550,0101000020E610000085ED0655D3206340B55D57827B953BC0,974,RD
926783,25-05-2015,315000,4943551,sold,House,BEAUDESERT,1322,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58380761,153.0265127,4943551,0101000020E61000008C521931D92063401E1B606A74953BC0,854,RD
926784,10-08-2008,165000,4943551,sold,House,BEAUDESERT,1322,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58380761,153.0265127,4943551,0101000020E61000008C521931D92063401E1B606A74953BC0,854,RD
926785,08-02-2008,349000,4943551,sold,House,BEAUDESERT,1322,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58380761,153.0265127,4943551,0101000020E61000008C521931D92063401E1B606A74953BC0,854,RD
926786,13-10-2004,160000,4943551,sold,House,BEAUDESERT,1322,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58380761,153.0265127,4943551,0101000020E61000008C521931D92063401E1B606A74953BC0,854,RD
926787,27-03-2012,300000,4943552,sold,House,BEAUDESERT,1328,ACACIA RIDGE,,4110,QLD,6,2,2,-27.58410194,153.0265921,4943552,0101000020E6100000CB15BDD7D920634085D469B487953BC0,762,RD
926788,25-01-2008,257000,4943552,sold,House,BEAUDESERT,1328,ACACIA RIDGE,,4110,QLD,6,2,2,-27.58410194,153.0265921,4943552,0101000020E6100000CB15BDD7D920634085D469B487953BC0,762,RD
926789,16-09-2001,49000,4943552,sold,House,BEAUDESERT,1328,ACACIA RIDGE,,4110,QLD,6,2,2,-27.58410194,153.0265921,4943552,0101000020E6100000CB15BDD7D920634085D469B487953BC0,762,RD
926790,02-04-2001,35000,4943552,sold,House,BEAUDESERT,1328,ACACIA RIDGE,,4110,QLD,6,2,2,-27.58410194,153.0265921,4943552,0101000020E6100000CB15BDD7D920634085D469B487953BC0,762,RD
926791,24-09-2014,290000,4943553,sold,House,BEAUDESERT,1334,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58436761,153.0266639,4943553,0101000020E6100000EDD52A6EDA206340ACCA9D1D99953BC0,748,RD
926792,02-09-2010,295000,4943553,sold,House,BEAUDESERT,1334,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58436761,153.0266639,4943553,0101000020E6100000EDD52A6EDA206340ACCA9D1D99953BC0,748,RD
926793,22-06-2009,270000,4943553,sold,House,BEAUDESERT,1334,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58436761,153.0266639,4943553,0101000020E6100000EDD52A6EDA206340ACCA9D1D99953BC0,748,RD
926794,08-04-2005,205000,4943553,sold,House,BEAUDESERT,1334,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58436761,153.0266639,4943553,0101000020E6100000EDD52A6EDA206340ACCA9D1D99953BC0,748,RD
926795,04-07-2002,87000,4943553,sold,House,BEAUDESERT,1334,ACACIA RIDGE,,4110,QLD,2,1,1,-27.58436761,153.0266639,4943553,0101000020E6100000EDD52A6EDA206340ACCA9D1D99953BC0,748,RD
926796,08-06-2019,400000,4943560,sold,House,AMHERST,60,ACACIA RIDGE,,4110,QLD,3,1,5,-27.59012329,153.0216143,4943560,0101000020E61000006B527E10B12063406E28E75112973BC0,1032,ST
926797,27-05-2008,328000,4943560,sold,House,AMHERST,60,ACACIA RIDGE,,4110,QLD,3,1,5,-27.59012329,153.0216143,4943560,0101000020E61000006B527E10B12063406E28E75112973BC0,1032,ST
926798,14-01-2001,90000,4943560,sold,House,AMHERST,60,ACACIA RIDGE,,4110,QLD,3,1,5,-27.59012329,153.0216143,4943560,0101000020E61000006B527E10B12063406E28E75112973BC0,1032,ST
926799,26-06-2023,720000,4943563,sold,House,AMHERST,63,ACACIA RIDGE,,4110,QLD,3,1,3,-27.58948496,153.0218945,4943563,0101000020E6100000F649285CB320634012AF807CE8963BC0,1250,ST
926800,09-03-1998,87000,4943563,sold,House,AMHERST,63,ACACIA RIDGE,,4110,QLD,3,1,3,-27.58948496,153.0218945,4943563,0101000020E6100000F649285CB320634012AF807CE8963BC0,1250,ST
926801,11-04-2016,421000,4943565,sold,House,AMHERST,65,ACACIA RIDGE,,4110,QLD,3,1,6,-27.58945875,153.0217204,4943565,0101000020E6100000C6B105EFB12063404E97C5C4E6963BC0,947,ST
926802,06-08-2010,315000,4943565,sold,House,AMHERST,65,ACACIA RIDGE,,4110,QLD,3,1,6,-27.58945875,153.0217204,4943565,0101000020E6100000C6B105EFB12063404E97C5C4E6963BC0,947,ST
926803,16-01-2015,299000,4943569,sold,House,AMHERST,74,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58980474,153.0198719,4943569,0101000020E61000001CB55FCAA220634067538571FD963BC0,1223,ST
926804,10-05-2002,108000,4943569,sold,House,AMHERST,74,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58980474,153.0198719,4943569,0101000020E61000001CB55FCAA220634067538571FD963BC0,1223,ST
926805,22-10-1999,NULL,4943569,sold,House,AMHERST,74,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58980474,153.0198719,4943569,0101000020E61000001CB55FCAA220634067538571FD963BC0,1223,ST
926806,16-07-2012,292100,4943571,sold,House,BELLAMY,8,ACACIA RIDGE,,4110,QLD,3,1,3,-27.59379237,153.0249683,4943571,0101000020E61000006B843C8ACC206340ABC3D9C602983BC0,874,ST
926807,08-09-2004,197500,4943571,sold,House,BELLAMY,8,ACACIA RIDGE,,4110,QLD,3,1,3,-27.59379237,153.0249683,4943571,0101000020E61000006B843C8ACC206340ABC3D9C602983BC0,874,ST
926808,16-05-2001,75000,4943571,sold,House,BELLAMY,8,ACACIA RIDGE,,4110,QLD,3,1,3,-27.59379237,153.0249683,4943571,0101000020E61000006B843C8ACC206340ABC3D9C602983BC0,874,ST
926809,04-09-2022,705000,4943578,sold,House,BENTON,11,ACACIA RIDGE,,4110,QLD,4,2,3,-27.59161881,153.0196129,4943578,0101000020E6100000292436ABA020634000A6905474973BC0,1002,ST
926810,20-02-2022,510000,4943578,sold,House,BENTON,11,ACACIA RIDGE,,4110,QLD,4,2,3,-27.59161881,153.0196129,4943578,0101000020E6100000292436ABA020634000A6905474973BC0,1002,ST
926811,01-07-2021,430000,4943578,sold,House,BENTON,11,ACACIA RIDGE,,4110,QLD,4,2,3,-27.59161881,153.0196129,4943578,0101000020E6100000292436ABA020634000A6905474973BC0,1002,ST
926812,26-10-2009,374500,4943580,sold,House,CELTIS,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57921632,153.0113315,4943580,0101000020E6100000A81BE6D35C206340A0B54F8547943BC0,943,ST
926813,02-04-2006,258000,4943580,sold,House,CELTIS,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57921632,153.0113315,4943580,0101000020E6100000A81BE6D35C206340A0B54F8547943BC0,943,ST
926814,01-07-2005,250000,4943580,sold,House,CELTIS,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57921632,153.0113315,4943580,0101000020E6100000A81BE6D35C206340A0B54F8547943BC0,943,ST
926815,28-08-2002,145000,4943580,sold,House,CELTIS,12,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57921632,153.0113315,4943580,0101000020E6100000A81BE6D35C206340A0B54F8547943BC0,943,ST
926816,22-09-1998,84500,4943581,sold,House,CELTIS,13,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57920426,153.0119465,4943581,0101000020E610000018E08ADD612063406567FABA46943BC0,853,ST
926817,24-04-2015,363000,4943582,sold,House,CELTIS,14,ACACIA RIDGE,,4110,QLD,3,2,2,-27.57907209,153.0113586,4943582,0101000020E6100000B0ADC00C5D2063408D9388113E943BC0,944,ST
926818,16-11-2014,326000,4943583,sold,House,CELTIS,15,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57906797,153.0119722,4943583,0101000020E61000003375701362206340A54F69CC3D943BC0,852,ST
926819,04-01-2003,145000,4943583,sold,House,CELTIS,15,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57906797,153.0119722,4943583,0101000020E61000003375701362206340A54F69CC3D943BC0,852,ST
926820,14-05-2022,570000,4943586,sold,House,CELTIS,19,ACACIA RIDGE,,4110,QLD,5,1,2,-27.57880052,153.0120226,4943586,0101000020E61000003C7D2D7D62206340CC4E58452C943BC0,830,ST
926821,01-07-1981,45000,4943586,sold,House,CELTIS,19,ACACIA RIDGE,,4110,QLD,5,1,2,-27.57880052,153.0120226,4943586,0101000020E61000003C7D2D7D62206340CC4E58452C943BC0,830,ST
926822,27-06-2013,385000,4943588,sold,House,CELTIS,3,ACACIA RIDGE,,4110,QLD,3,2,3,-27.57989173,153.0118169,4943588,0101000020E610000049E1D5CD602063402492CFC873943BC0,932,ST
926823,30-01-2004,254000,4943588,sold,House,CELTIS,3,ACACIA RIDGE,,4110,QLD,3,2,3,-27.57989173,153.0118169,4943588,0101000020E610000049E1D5CD602063402492CFC873943BC0,932,ST
926824,21-09-2001,102500,4943588,sold,House,CELTIS,3,ACACIA RIDGE,,4110,QLD,3,2,3,-27.57989173,153.0118169,4943588,0101000020E610000049E1D5CD602063402492CFC873943BC0,932,ST
926825,20-03-2017,504994,4943589,sold,House,CELTIS,4,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57980393,153.0112211,4943589,0101000020E61000003FB744EC5B2063403971C5076E943BC0,1079,ST
926826,23-11-2005,245000,4943589,sold,House,CELTIS,4,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57980393,153.0112211,4943589,0101000020E61000003FB744EC5B2063403971C5076E943BC0,1079,ST
926827,02-05-2016,370000,4943592,sold,House,CELTIS,7,ACACIA RIDGE,,4110,QLD,3,2,1,-27.57961313,153.0118694,4943592,0101000020E6100000F33BEA3B61206340A4AEAD8661943BC0,855,ST
926828,21-04-2021,475000,4943596,sold,House,CHANDLER,14,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58626001,153.0212296,4943596,0101000020E61000000515B8E9AD20634013E7D12215963BC0,755,ST
926829,19-11-2016,375000,4943596,sold,House,CHANDLER,14,ACACIA RIDGE,,4110,QLD,3,1,2,-27.58626001,153.0212296,4943596,0101000020E61000000515B8E9AD20634013E7D12215963BC0,755,ST
926830,10-05-2018,435000,4943598,sold,House,CHANDLER,18,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58659785,153.021167,4943598,0101000020E6100000B3118066AD20634067A7D5462B963BC0,757,ST
926831,11-09-2021,639000,4943599,sold,House,CHANDLER,22,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58693058,153.0211065,4943599,0101000020E61000004ACC79E7AC206340501F1E1541963BC0,779,ST
926832,24-04-2012,288000,4943599,sold,House,CHANDLER,22,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58693058,153.0211065,4943599,0101000020E61000004ACC79E7AC206340501F1E1541963BC0,779,ST
926833,12-05-2010,295000,4943599,sold,House,CHANDLER,22,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58693058,153.0211065,4943599,0101000020E61000004ACC79E7AC206340501F1E1541963BC0,779,ST
926834,18-09-2003,215000,4943599,sold,House,CHANDLER,22,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58693058,153.0211065,4943599,0101000020E61000004ACC79E7AC206340501F1E1541963BC0,779,ST
926835,16-11-2001,105000,4943599,sold,House,CHANDLER,22,ACACIA RIDGE,,4110,QLD,3,1,4,-27.58693058,153.0211065,4943599,0101000020E61000004ACC79E7AC206340501F1E1541963BC0,779,ST
927095,29-08-2015,700000,4943602,sold,House,BEXHILL,8,ACACIA RIDGE,,4110,QLD,6,3,3,-27.58491584,153.0213635,4943602,0101000020E6100000ABD59102AF2063405EB6630BBD953BC0,818,ST
927096,08-07-2023,721000,4943606,sold,House,CALADENIA,25,ACACIA RIDGE,,4110,QLD,3,2,2,-27.57603971,153.0205654,4943606,0101000020E6100000F450BA78A8206340B7A5A35677933BC0,700,ST
927097,26-07-2019,480000,4943606,sold,House,CALADENIA,25,ACACIA RIDGE,,4110,QLD,3,2,2,-27.57603971,153.0205654,4943606,0101000020E6100000F450BA78A8206340B7A5A35677933BC0,700,ST
927098,25-08-1995,116500,4943606,sold,House,CALADENIA,25,ACACIA RIDGE,,4110,QLD,3,2,2,-27.57603971,153.0205654,4943606,0101000020E6100000F450BA78A8206340B7A5A35677933BC0,700,ST
927099,12-09-2014,320000,4943607,sold,House,CALADENIA,27,ACACIA RIDGE,,4110,QLD,3,2,NULL,-27.57578608,153.020564,4943607,0101000020E61000000854C575A820634090176FB766933BC0,688,ST
927100,03-02-2004,120000,4943607,sold,House,CALADENIA,27,ACACIA RIDGE,,4110,QLD,3,2,NULL,-27.57578608,153.020564,4943607,0101000020E61000000854C575A820634090176FB766933BC0,688,ST
927101,05-03-2017,500000,4943608,sold,House,CALADENIA,5,ACACIA RIDGE,,4110,QLD,3,2,2,-27.57753456,153.02028,4943608,0101000020E6100000F8915322A62063407F820F4ED9933BC0,704,ST
927102,09-01-2016,359000,4943609,sold,House,CALADENIA,9,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57720405,153.0203436,4943609,0101000020E6100000698FB4A7A620634066DE05A5C3933BC0,703,ST
927103,16-02-2008,325000,4943609,sold,House,CALADENIA,9,ACACIA RIDGE,,4110,QLD,3,1,2,-27.57720405,153.0203436,4943609,0101000020E6100000698FB4A7A620634066DE05A5C3933BC0,703,ST
927104,04-04-2018,345000,4943611,sold,House,CALDON,4,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58687495,153.0172223,4943611,0101000020E610000061E8C7158D2063407517CD6F3D963BC0,752,ST
927105,06-04-2016,400000,4943613,sold,House,CHARDEAN,34,ACACIA RIDGE,,4110,QLD,3,1,1,-27.58837473,153.0244046,4943613,0101000020E6100000AF9832ECC72063409124EFB99F963BC0,952,ST
927106,21-03-2022,675000,4943615,sold,House,DELLOW,25,ACACIA RIDGE,,4110,QLD,3,2,1,-27.58652592,153.0167417,4943615,0101000020E6100000C945CE258920634004A80C9026963BC0,838,ST
